sample_id,y_true,y_pred,class_name,p_true,ce_residual,margin,correct,optimizer
5,1,1,versicolor,0.9934130987601929,0.006608690609435606,5.077956706137338,True,MyMomentum
6,2,2,virginica,0.9946216021319109,0.0053929135206006226,5.219987346402158,True,MyMomentum
7,1,1,versicolor,0.6691842459974988,0.40169585169245214,0.7045128093220576,True,MyMomentum
8,2,2,virginica,0.9875575645214761,0.012520490719536927,4.374300238913452,True,MyMomentum
9,0,0,setosa,0.9984848431405223,0.0015163058703999335,6.500437721992934,True,MyMomentum
10,0,0,setosa,0.9940093770408641,0.006008638727339104,5.1165891515464095,True,MyMomentum
11,2,2,virginica,0.7446421415619325,0.2948515229028403,1.073478335237136,True,MyMomentum
12,0,0,setosa,0.9997051889453329,0.0002948545199890019,8.130096010581616,True,MyMomentum
13,1,1,versicolor,0.9106824881933652,0.09356097354529601,2.3421887263620498,True,MyMomentum
14,0,0,setosa,0.9997561640372924,0.00024386569552934634,8.320188314358916,True,MyMomentum
15,1,1,versicolor,0.907760941636364,0.09677421518130622,2.2868313131403943,True,MyMomentum
16,2,2,virginica,0.9944877362609303,0.005527512326808816,5.195494919673931,True,MyMomentum
17,1,1,versicolor,0.9741279128995411,0.02621265655003173,4.280744617119732,True,MyMomentum
18,1,1,versicolor,0.9870745227061716,0.013009738137386742,4.352082811830778,True,MyMomentum
19,2,2,virginica,0.9800008136708309,0.02020187704150605,3.892532767669122,True,MyMomentum
20,2,2,virginica,0.9972239501500951,0.0027799102223355376,5.883994207834455,True,MyMomentum
21,0,0,setosa,0.9993331315606719,0.0006670908949903519,7.313042999801205,True,MyMomentum
22,1,1,versicolor,0.986727530616278,0.013361335799253663,4.321152010938956,True,MyMomentum
23,2,2,virginica,0.8690591047238728,0.14034414138766488,1.897854186291756,True,MyMomentum
24,1,1,versicolor,0.9934614935366697,0.006559976134275496,5.335194565885553,True,MyMomentum
25,1,1,versicolor,0.9060344299664034,0.09867797149079875,2.309309242184175,True,MyMomentum
26,1,1,versicolor,0.9400349630917488,0.06183820963133989,2.791931219211026,True,MyMomentum
27,2,2,virginica,0.9997685222206043,0.000231504574511934,8.373316320757501,True,MyMomentum
28,0,0,setosa,0.9966776610039613,0.0033278702187034066,5.707144321049423,True,MyMomentum
29,2,2,virginica,0.9883020924457573,0.011766866385041638,4.437431429493724,True,MyMomentum
30,0,0,setosa,0.9996248067642027,0.00037526363838962884,7.889387352303401,True,MyMomentum
31,0,0,setosa,0.9993866166685942,0.0006135715279231106,7.400302438984845,True,MyMomentum
32,1,1,versicolor,0.9980880858258504,0.001913744215013655,6.260918051029307,True,MyMomentum
33,1,1,versicolor,0.9909826351130993,0.0090582673958841,4.716804300408514,True,MyMomentum
34,2,2,virginica,0.9891529189678006,0.010906339526391527,4.512960672539119,True,MyMomentum
35,2,2,virginica,0.9943370688765846,0.0056790263105893895,5.168325064530302,True,MyMomentum
36,0,0,setosa,0.9998179879432896,0.00018202862291501377,8.61426882947082,True,MyMomentum
37,0,0,setosa,0.9973288580637383,0.0026747158015030933,5.923343348686909,True,MyMomentum
38,0,0,setosa,0.9985196261398533,0.001481470696148101,6.514907346518733,True,MyMomentum
39,1,1,versicolor,0.9839580410103161,0.016172024088726276,4.119438544483694,True,MyMomentum
40,2,2,virginica,0.998723452538851,0.0012773629419331346,6.66276013707991,True,MyMomentum
41,2,2,virginica,0.709329715142052,0.34343481803529435,0.9005985954673856,True,MyMomentum
42,1,1,versicolor,0.8350977487992456,0.18020649655255305,1.622722181783582,True,MyMomentum
43,0,0,setosa,0.9993918530067959,0.0006083319895939122,7.40729882062542,True,MyMomentum
44,0,0,setosa,0.9992020651772494,0.0007982533421910427,7.133603310699736,True,MyMomentum
0,2,2,virginica,0.9738850645209419,0.02646198587449943,3.618785903811961,True,MyRMSProp
1,0,0,setosa,0.9999998757933982,1.242066094951142e-07,15.901319393993724,True,MyRMSProp
2,0,0,setosa,0.9999999991862085,8.137914789799237e-10,20.929317021871036,True,MyRMSProp
3,2,1,virginica,7.487953987744899e-06,11.802214963606888,-11.802207475586162,False,MyRMSProp
4,1,1,versicolor,0.9843290886289094,0.015794998178836155,4.140154351114152,True,MyRMSProp
5,1,1,versicolor,0.9968739836849968,0.0031309125103909994,5.764874477211713,True,MyRMSProp
6,2,2,virginica,0.9953451065388924,0.004665761216284686,5.365170494278824,True,MyRMSProp
7,1,1,versicolor,0.7267998311694572,0.3191041747531347,0.9784463585584451,True,MyRMSProp
8,2,2,virginica,0.9938665499737173,0.006152336898287959,5.087845540294213,True,MyRMSProp
9,0,0,setosa,0.9999999820169841,1.798301601590046e-08,17.833838063655428,True,MyRMSProp
10,0,0,setosa,0.9999998437876292,1.5621238301768672e-07,15.672049464422974,True,MyRMSProp
11,2,2,virginica,0.8067207469068011,0.2147777091267023,1.428841523914548,True,MyRMSProp
12,0,0,setosa,0.9999999996006488,3.9935121884029813e-10,21.64118011376961,True,MyRMSProp
13,1,1,versicolor,0.9999227297562285,7.727322927054637e-05,9.46812664035788,True,MyRMSProp
14,0,0,setosa,0.9999999997215343,2.7846569498604347e-10,22.00172643731717,True,MyRMSProp
15,1,1,versicolor,0.9222929938754202,0.08089232513121576,2.473917531732483,True,MyRMSProp
16,2,2,virginica,0.9962356602349727,0.0037714427228613167,5.578411351600988,True,MyRMSProp
17,1,1,versicolor,0.9990513697543588,0.000949080480072506,6.959804967873456,True,MyRMSProp
18,1,1,versicolor,0.9898120238945718,0.010240228735981557,4.5763076484034935,True,MyRMSProp
19,2,2,virginica,0.9851335356438968,0.014978077817098069,4.19366923927899,True,MyRMSProp
20,2,2,virginica,0.9983330468594503,0.001668344052874739,6.395089441603912,True,MyRMSProp
21,0,0,setosa,0.9999999982501697,1.7498302822038345e-09,20.16374700955179,True,MyRMSProp
22,1,1,versicolor,0.9895229687382864,0.010532301739708712,4.548038228597373,True,MyRMSProp
23,2,2,virginica,0.7013144131897369,0.3547989715476022,0.8535648365958868,True,MyRMSProp
24,1,1,versicolor,0.9999310723260562,6.89300495651239e-05,9.582609916913627,True,MyRMSProp
25,1,1,versicolor,0.8944966634406253,0.11149410612346668,2.137523044702472,True,MyRMSProp
26,1,1,versicolor,0.9998378380245904,0.00016217512508437436,8.726756518852168,True,MyRMSProp
27,2,2,virginica,0.9998269130998555,0.0001731018814107365,8.661543674733831,True,MyRMSProp
28,0,0,setosa,0.999999197894918,8.021054037070632e-07,14.03602541068083,True,MyRMSProp
29,2,2,virginica,0.9842235642105293,0.01590220833481451,4.133335649597994,True,MyRMSProp
30,0,0,setosa,0.9999999990782686,9.217313583305362e-10,20.80476733327444,True,MyRMSProp
31,0,0,setosa,0.9999999979718133,2.028186731731301e-09,20.01612363561283,True,MyRMSProp
32,1,1,versicolor,0.9999658367544872,3.4163829089716014e-05,10.284326428675193,True,MyRMSProp
33,1,1,versicolor,0.9999895746976989,1.0425356644950898e-05,11.471271651984306,True,MyRMSProp
34,2,2,virginica,0.992776074822679,0.007250144069991288,4.923106676364812,True,MyRMSProp
35,2,2,virginica,0.996225585186712,0.0037815558914701497,5.575728368754203,True,MyRMSProp
36,0,0,setosa,0.9999999998939686,1.0603140588323705e-10,22.96728508375921,True,MyRMSProp
37,0,0,setosa,0.9999999452432543,5.475674719236919e-08,16.720365213481212,True,MyRMSProp
38,0,0,setosa,0.9999999894879251,1.0512074932485461e-08,18.37074123493055,True,MyRMSProp
39,1,1,versicolor,0.9836131154391373,0.016522634610314387,4.09475137191432,True,MyRMSProp
40,2,2,virginica,0.9993917858312978,0.0006083992059716609,7.40437508766435,True,MyRMSProp
41,2,2,virginica,0.7104049610809069,0.34192010382503246,0.8973516491288243,True,MyRMSProp
42,1,1,versicolor,0.8360971581046449,0.17901045482168146,1.629470999827297,True,MyRMSProp
43,0,0,setosa,0.9999999976110154,2.3889845685801834e-09,19.852397470256257,True,MyRMSProp
44,0,0,setosa,0.9999999968554232,3.1445768261010565e-09,19.577586540281345,True,MyRMSProp
0,2,2,virginica,0.9826071406927929,0.01754589213294764,4.034501553828971,True,MyAdam
1,0,0,setosa,0.999683800297546,0.000316249704120536,8.058826298673628,True,MyAdam
2,0,0,setosa,0.9999773881101074,2.2612145545245885e-05,10.697012446663706,True,MyAdam
3,2,1,virginica,0.01398844467273436,4.2695236706999005,-4.255362161077931,False,MyAdam
4,1,1,versicolor,0.9980403140890808,0.0019616086076857655,6.238665435557097,True,MyAdam
5,1,1,versicolor,0.9993873229511555,0.000612864812123665,7.417817824016341,True,MyAdam
6,2,2,virginica,0.9990472311891152,0.0009532229835922704,6.955185077541421,True,MyAdam
7,1,1,versicolor,0.8188473173474505,0.19985763821368802,1.5085574694279478,True,MyAdam
8,2,2,virginica,0.9968231355099053,0.003181921437085991,5.748679135746398,True,MyAdam
9,0,0,setosa,0.9998534427765621,0.00014656796399721453,8.827952401776335,True,MyAdam
10,0,0,setosa,0.9995127965888287,0.00048732213331597235,7.626347035982392,True,MyAdam
11,2,2,virginica,0.8139799591087175,0.2058195335422412,1.4761165470755415,True,MyAdam
12,0,0,setosa,0.9999615206887845,3.84800515631659e-05,10.165351935406411,True,MyAdam
13,1,1,versicolor,0.9863233385020118,0.013771048621408103,4.280086166012984,True,MyAdam
14,0,0,setosa,0.9999704403957154,2.9560041178347023e-05,10.429072737789783,True,MyAdam
15,1,1,versicolor,0.9772159013533492,0.023047667367714214,3.758670646079679,True,MyAdam
16,2,2,virginica,0.9975551863568423,0.0024478070799580152,6.011346017333707,True,MyAdam
17,1,1,versicolor,0.9978077742158249,0.0021946322287426465,6.247750887070814,True,MyAdam
18,1,1,versicolor,0.9988446564929393,0.0011560114308742113,6.769114740714886,True,MyAdam
19,2,2,virginica,0.9938464400484319,0.006172571132694004,5.084562024683409,True,MyAdam
20,2,2,virginica,0.9996755772199442,0.00032447541651057154,8.033140125220656,True,MyAdam
21,0,0,setosa,0.999870442381536,0.00012956601177720856,8.9512556384861,True,MyAdam
22,1,1,versicolor,0.999015751152348,0.0009847335386128564,6.95093338939018,True,MyAdam
23,2,2,virginica,0.8962927813412956,0.10948815449338702,2.1567118137238497,True,MyAdam
24,1,1,versicolor,0.9994565627350209,0.0005435849805280717,7.605122684087807,True,MyAdam
25,1,1,versicolor,0.9706072740756752,0.029833347627734787,3.5202514658453383,True,MyAdam
26,1,1,versicolor,0.982917316354691,0.017230275948818433,4.054131901226663,True,MyAdam
27,2,2,virginica,0.9999537907820872,4.621028559156392e-05,9.982348952683523,True,MyAdam
28,0,0,setosa,0.9998674714443478,0.00013253733833716726,8.928582459019013,True,MyAdam
29,2,2,virginica,0.9966766908515763,0.003328843605481407,5.703466567319648,True,MyAdam
30,0,0,setosa,0.9999406190179895,5.938274513083604e-05,9.731477765031233,True,MyAdam
31,0,0,setosa,0.9998786362775252,0.0001213710876473255,9.01659811395758,True,MyAdam
32,1,1,versicolor,0.9998768408655243,0.00012316671918465174,9.002546899110047,True,MyAdam
33,1,1,versicolor,0.9992331820251745,0.0007671121301140527,7.175644108216845,True,MyAdam
34,2,2,virginica,0.9988339300415654,0.0011667503469804405,6.7529497955196955,True,MyAdam
35,2,2,virginica,0.9989215996352937,0.0010789822567589505,6.8312013225424355,True,MyAdam
36,0,0,setosa,0.999961853263313,3.814746429226969e-05,10.174032757856498,True,MyAdam
37,0,0,setosa,0.9990844486951158,0.0009159706779713828,6.995068705905586,True,MyAdam
38,0,0,setosa,0.9997188516444588,0.0002811878851493692,8.176347364340735,True,MyAdam
39,1,1,versicolor,0.998820434777848,0.0011802614567652772,6.758217512335726,True,MyAdam
40,2,2,virginica,0.9998564018535042,0.00014360845769674572,8.848373480030517,True,MyAdam
41,2,2,virginica,0.7839773252675541,0.24337518090258356,1.289035054628275,True,MyAdam
42,1,1,versicolor,0.9440801914145016,0.05754416791224758,2.8263141892967467,True,MyAdam
43,0,0,setosa,0.999876301689447,0.00012370596182002236,8.997541969869795,True,MyAdam
44,0,0,setosa,0.9997955581416482,0.0002044627594372544,8.49502284035608,True,MyAdam
