epoch,variant,relu_after_dense2,train_loss,val_loss,val_accuracy,val_macro_f1,dense2_raw_positive_ratio,score_to_loss_zero_ratio,score_to_loss_mean_abs,test_used
12,raw_logits_no_relu_after_Dense2,False,0.23139831713419431,0.27564456219762945,0.8421052631578947,0.8376623376623377,0.4649122807017544,0.0,2.1949426880492595,False
13,raw_logits_no_relu_after_Dense2,False,0.22044476841691757,0.25999078991442054,0.9210526315789473,0.9199999999999999,0.4649122807017544,0.0,2.25506809536523,False
14,raw_logits_no_relu_after_Dense2,False,0.20526422892507634,0.23828068640640132,0.868421052631579,0.8658078368223295,0.4473684210526316,0.0,2.299569168311786,False
15,raw_logits_no_relu_after_Dense2,False,0.19772178761537956,0.22179657258140942,0.8947368421052632,0.8931623931623932,0.4473684210526316,0.0,2.3470252723797738,False
16,raw_logits_no_relu_after_Dense2,False,0.1871476780768353,0.2095350251900657,0.9473684210526315,0.9465811965811967,0.43859649122807015,0.0,2.3953520923821126,False
17,raw_logits_no_relu_after_Dense2,False,0.17688662249799303,0.1957430910987958,0.9736842105263158,0.9731615673644658,0.4473684210526316,0.0,2.4370211168747673,False
18,raw_logits_no_relu_after_Dense2,False,0.16626323264883555,0.18537903578768805,0.9736842105263158,0.9731615673644658,0.43859649122807015,0.0,2.4879165307751356,False
19,raw_logits_no_relu_after_Dense2,False,0.16016351432392165,0.1781365330484086,0.9736842105263158,0.9731615673644658,0.4473684210526316,0.0,2.532200579807766,False
20,raw_logits_no_relu_after_Dense2,False,0.15005694182493465,0.1653502857145352,0.9736842105263158,0.9731615673644658,0.4473684210526316,0.0,2.5779072287859655,False
21,raw_logits_no_relu_after_Dense2,False,0.1422379683389003,0.1553208273541984,0.9736842105263158,0.9731615673644658,0.4473684210526316,0.0,2.620053290729386,False
22,raw_logits_no_relu_after_Dense2,False,0.13798316019743403,0.15168513620084986,0.9736842105263158,0.9731615673644658,0.4473684210526316,0.0,2.6571769639031646,False
23,raw_logits_no_relu_after_Dense2,False,0.12920619479740392,0.14091956289966404,0.9736842105263158,0.9731615673644658,0.4473684210526316,0.0,2.692722130798542,False
24,raw_logits_no_relu_after_Dense2,False,0.12586912225186048,0.1299586936950675,0.9736842105263158,0.9731615673644658,0.43859649122807015,0.0,2.7301920321260953,False
25,raw_logits_no_relu_after_Dense2,False,0.12084994405955972,0.13161757351024425,0.9473684210526315,0.9458874458874459,0.4298245614035088,0.0,2.7668459108663863,False
26,raw_logits_no_relu_after_Dense2,False,0.11361484524543221,0.12246718122787915,0.9736842105263158,0.9731615673644658,0.4298245614035088,0.0,2.8187836881472124,False
27,raw_logits_no_relu_after_Dense2,False,0.1090540727783167,0.11874303516103409,0.9736842105263158,0.9731615673644658,0.4298245614035088,0.0,2.861863704156489,False
28,raw_logits_no_relu_after_Dense2,False,0.10494086842245423,0.11032984491822297,0.9736842105263158,0.9731615673644658,0.42105263157894735,0.0,2.901101331816655,False
29,raw_logits_no_relu_after_Dense2,False,0.10201812825288707,0.10446449115044719,0.9736842105263158,0.9731615673644658,0.42105263157894735,0.0,2.9428977403574037,False
30,raw_logits_no_relu_after_Dense2,False,0.09791073668452599,0.11052473238105422,0.9736842105263158,0.9731615673644658,0.41228070175438597,0.0,2.9787768423625423,False
31,raw_logits_no_relu_after_Dense2,False,0.09621863444150225,0.10971485657346187,0.9473684210526315,0.9458874458874459,0.41228070175438597,0.0,3.0176434338865135,False
32,raw_logits_no_relu_after_Dense2,False,0.091353799246936,0.0958730747234802,0.9736842105263158,0.9731615673644658,0.40350877192982454,0.0,3.061069125274533,False
33,raw_logits_no_relu_after_Dense2,False,0.09421875254727453,0.08653463648211031,0.9736842105263158,0.9731615673644658,0.39473684210526316,0.0,3.1013035906409945,False
34,raw_logits_no_relu_after_Dense2,False,0.08664992896332525,0.09343423626583489,0.9736842105263158,0.9731615673644658,0.40350877192982454,0.0,3.133304773309119,False
35,raw_logits_no_relu_after_Dense2,False,0.08505019688643471,0.0942713900606871,0.9736842105263158,0.9731615673644658,0.41228070175438597,0.0,3.164939563250697,False
36,raw_logits_no_relu_after_Dense2,False,0.08597078003368742,0.09684528605862376,0.9736842105263158,0.9731615673644658,0.41228070175438597,0.0,3.210629572509728,False
37,raw_logits_no_relu_after_Dense2,False,0.08205610170637975,0.08423611712938141,0.9736842105263158,0.9731615673644658,0.39473684210526316,0.0,3.249882249345509,False
38,raw_logits_no_relu_after_Dense2,False,0.0805149424079423,0.07939326796808684,0.9736842105263158,0.9731615673644658,0.38596491228070173,0.0,3.287123397906467,False
39,raw_logits_no_relu_after_Dense2,False,0.0787018484057901,0.08485511481063414,0.9736842105263158,0.9731615673644658,0.39473684210526316,0.0,3.3162955818127076,False
40,raw_logits_no_relu_after_Dense2,False,0.07657454527274732,0.08403373742338692,0.9736842105263158,0.9731615673644658,0.40350877192982454,0.0,3.347069596820588,False
41,raw_logits_no_relu_after_Dense2,False,0.07605941568142024,0.0863858811966651,0.9736842105263158,0.9731615673644658,0.40350877192982454,0.0,3.3834804159930094,False
42,raw_logits_no_relu_after_Dense2,False,0.07364651246959182,0.08040991968351803,0.9736842105263158,0.9731615673644658,0.39473684210526316,0.0,3.419078204312516,False
43,raw_logits_no_relu_after_Dense2,False,0.0747604981876724,0.06663275500500591,0.9736842105263158,0.9731615673644658,0.38596491228070173,0.0,3.4642536976502503,False
44,raw_logits_no_relu_after_Dense2,False,0.07298349534330202,0.0697307992110307,0.9736842105263158,0.9731615673644658,0.38596491228070173,0.0,3.4876028404380492,False
45,raw_logits_no_relu_after_Dense2,False,0.07123572946527691,0.08451879027899323,0.9736842105263158,0.9731615673644658,0.39473684210526316,0.0,3.500642573021441,False
46,raw_logits_no_relu_after_Dense2,False,0.07199385938971467,0.08288758532034061,0.9736842105263158,0.9731615673644658,0.39473684210526316,0.0,3.5368342715135674,False
47,raw_logits_no_relu_after_Dense2,False,0.068883709392612,0.07389926318135794,0.9736842105263158,0.9731615673644658,0.37719298245614036,0.0,3.5725671163983237,False
48,raw_logits_no_relu_after_Dense2,False,0.0666274560201263,0.06124778767393864,0.9736842105263158,0.9731615673644658,0.38596491228070173,0.0,3.6102304624263635,False
49,raw_logits_no_relu_after_Dense2,False,0.06852130590042858,0.06427994883716578,0.9736842105263158,0.9731615673644658,0.38596491228070173,0.0,3.6313781113677446,False
50,raw_logits_no_relu_after_Dense2,False,0.06564749394180111,0.07493695184052498,0.9736842105263158,0.9731615673644658,0.38596491228070173,0.0,3.6433392078990203,False
51,raw_logits_no_relu_after_Dense2,False,0.068401943289479,0.07790611964215637,0.9736842105263158,0.9731615673644658,0.39473684210526316,0.0,3.667085109718667,False
52,raw_logits_no_relu_after_Dense2,False,0.063984153644789,0.06722595195673624,0.9736842105263158,0.9731615673644658,0.37719298245614036,0.0,3.7024939037656353,False
53,raw_logits_no_relu_after_Dense2,False,0.06358039739074442,0.057676954104307794,0.9736842105263158,0.9731615673644658,0.37719298245614036,0.0,3.7389743041797696,False
54,raw_logits_no_relu_after_Dense2,False,0.06460124941197928,0.06429595711355146,0.9736842105263158,0.9731615673644658,0.37719298245614036,0.0,3.759308064430163,False
55,raw_logits_no_relu_after_Dense2,False,0.0625619617347279,0.07258016918276942,0.9736842105263158,0.9731615673644658,0.37719298245614036,0.0,3.7777045552595334,False
56,raw_logits_no_relu_after_Dense2,False,0.06167207046516755,0.06280272947960067,0.9736842105263158,0.9731615673644658,0.37719298245614036,0.0,3.8097808404559954,False
57,raw_logits_no_relu_after_Dense2,False,0.06154553924174621,0.05756651840734031,0.9736842105263158,0.9731615673644658,0.37719298245614036,0.0,3.842866119292595,False
58,raw_logits_no_relu_after_Dense2,False,0.05937306088549467,0.0649695368753492,0.9736842105263158,0.9731615673644658,0.3684210526315789,0.0,3.8574710654612083,False
59,raw_logits_no_relu_after_Dense2,False,0.05971340218521857,0.06614069176988778,0.9736842105263158,0.9731615673644658,0.3684210526315789,0.0,3.884910092335618,False
60,raw_logits_no_relu_after_Dense2,False,0.0631105462928222,0.05276549287248495,0.9736842105263158,0.9731615673644658,0.3684210526315789,0.0,3.9208087769882476,False
61,raw_logits_no_relu_after_Dense2,False,0.05791147805439062,0.06598956298421768,0.9736842105263158,0.9731615673644658,0.3684210526315789,0.0,3.9316689075164186,False
62,raw_logits_no_relu_after_Dense2,False,0.05852239069358926,0.06792976700568025,0.9736842105263158,0.9731615673644658,0.3684210526315789,0.0,3.9577830118728556,False
63,raw_logits_no_relu_after_Dense2,False,0.05740726037524075,0.06319475536963115,0.9736842105263158,0.9731615673644658,0.3684210526315789,0.0,3.9870822936414756,False
64,raw_logits_no_relu_after_Dense2,False,0.05603516032275039,0.054896668079600086,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.0165015382263345,False
65,raw_logits_no_relu_after_Dense2,False,0.057429679896603004,0.053311300514835194,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.0488293578237124,False
66,raw_logits_no_relu_after_Dense2,False,0.06188404088267604,0.06342777993126521,0.9736842105263158,0.9731615673644658,0.3684210526315789,0.0,4.058112394072751,False
67,raw_logits_no_relu_after_Dense2,False,0.05392169104395642,0.05361182293648339,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.081853635876669,False
68,raw_logits_no_relu_after_Dense2,False,0.05494952168686446,0.05210427870351667,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.102021878337934,False
69,raw_logits_no_relu_after_Dense2,False,0.05472114485298087,0.04853290100688674,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.12537526674524,False
70,raw_logits_no_relu_after_Dense2,False,0.054424826031397915,0.05206165533470832,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.144997422078747,False
71,raw_logits_no_relu_after_Dense2,False,0.05652656812661281,0.06419699675183718,0.9736842105263158,0.9731615673644658,0.3684210526315789,0.0,4.166852364304444,False
72,raw_logits_no_relu_after_Dense2,False,0.05311477405013596,0.050851331210901886,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.1996361807193825,False
73,raw_logits_no_relu_after_Dense2,False,0.05551521452060583,0.04274389524935922,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.223685717489442,False
74,raw_logits_no_relu_after_Dense2,False,0.058359936923159696,0.06194174205462155,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.2277957804063835,False
75,raw_logits_no_relu_after_Dense2,False,0.05395668535666792,0.04918661174364134,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.256895966145593,False
76,raw_logits_no_relu_after_Dense2,False,0.05499179591040419,0.04313778313959068,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.282825120468399,False
77,raw_logits_no_relu_after_Dense2,False,0.05508695908495153,0.06276710726730944,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.288924336022476,False
78,raw_logits_no_relu_after_Dense2,False,0.05236742506057179,0.05556758190321367,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.313195115808353,False
79,raw_logits_no_relu_after_Dense2,False,0.05585095206621905,0.03773520694893084,0.9736842105263158,0.9731615673644658,0.35964912280701755,0.0,4.347931609324728,False
0,relu_after_Dense2,True,1.6194848494865604,1.2384877061364101,0.21052631578947367,0.19047619047619047,0.40350877192982454,0.5964912280701754,0.23978627045870068,False
1,relu_after_Dense2,True,1.1451275072280838,1.0562126158746619,0.3684210526315789,0.3218390804597701,0.21929824561403508,0.7807017543859649,0.10428791720319092,False
2,relu_after_Dense2,True,1.0192208222558337,1.0251952176913854,0.5526315789473685,0.4331983805668016,0.11403508771929824,0.8859649122807017,0.08393788122217671,False
3,relu_after_Dense2,True,1.0017295426166835,1.0221436022346055,0.5526315789473685,0.4331983805668016,0.11403508771929824,0.8859649122807017,0.09998321219545883,False
4,relu_after_Dense2,True,0.9904192304558453,1.019426414637547,0.5526315789473685,0.4317650984317651,0.12280701754385964,0.8771929824561403,0.12088675154368425,False
5,relu_after_Dense2,True,0.9817144420610175,1.0119512726218347,0.5526315789473685,0.4317650984317651,0.12280701754385964,0.8771929824561403,0.13002841858571876,False
6,relu_after_Dense2,True,0.9714723676241832,1.0052253799384319,0.5526315789473685,0.4331983805668016,0.11403508771929824,0.8859649122807017,0.13766671950401155,False
7,relu_after_Dense2,True,0.9630711315608795,0.9998346097251968,0.5526315789473685,0.4331983805668016,0.11403508771929824,0.8859649122807017,0.14766326293948248,False
8,relu_after_Dense2,True,0.9547888772649203,0.993688664044775,0.631578947368421,0.49918540241120885,0.15789473684210525,0.8421052631578947,0.159288175304739,False
9,relu_after_Dense2,True,0.9466912567954413,0.9838711843188971,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.17286728479465024,False
10,relu_after_Dense2,True,0.9374114713450288,0.972184008956557,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.17062017079889807,False
11,relu_after_Dense2,True,0.9316388721664577,0.9591636650155978,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.17425421701230057,False
12,relu_after_Dense2,True,0.9244426312951581,0.9459379618674975,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.20454225983373775,False
13,relu_after_Dense2,True,0.9146914082136105,0.9349674714774466,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.21234361180939954,False
14,relu_after_Dense2,True,0.9052986608940197,0.91943595916963,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.1974648126521036,False
15,relu_after_Dense2,True,0.8979404070540766,0.9054622171658335,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.21229761127231508,False
16,relu_after_Dense2,True,0.8889967560093842,0.8943806858701442,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.2262049987163157,False
17,relu_after_Dense2,True,0.8835914657847607,0.8813051266738077,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.22834295132978383,False
18,relu_after_Dense2,True,0.8759109934775864,0.8719902476871204,0.6842105263157895,0.5416666666666666,0.16666666666666666,0.8333333333333334,0.22452071091025727,False
19,relu_after_Dense2,True,0.8711038247804472,0.8689660193017694,0.6842105263157895,0.5421961550993809,0.17543859649122806,0.8245614035087719,0.26220731647110557,False
20,relu_after_Dense2,True,0.8634890416815024,0.8608470811056679,0.6842105263157895,0.5416666666666666,0.16666666666666666,0.8333333333333334,0.2587922486592954,False
21,relu_after_Dense2,True,0.8557942582294237,0.8530557638992605,0.6842105263157895,0.5437908496732026,0.14912280701754385,0.8508771929824561,0.26111041090786574,False
22,relu_after_Dense2,True,0.8505814276915343,0.8484207834143109,0.6842105263157895,0.5437908496732026,0.14912280701754385,0.8508771929824561,0.27440782323322116,False
23,relu_after_Dense2,True,0.8462532229307286,0.8426790197088605,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.2855900168398706,False
24,relu_after_Dense2,True,0.8408252425035032,0.8379750662190759,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.2921663956414965,False
25,relu_after_Dense2,True,0.8386543009147586,0.8352902837415934,0.6842105263157895,0.5437908496732026,0.14912280701754385,0.8508771929824561,0.31167861447796613,False
26,relu_after_Dense2,True,0.8336007124003469,0.8315561275509443,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.29117865998753717,False
27,relu_after_Dense2,True,0.8319176235187496,0.8291471272312446,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.3116345446219007,False
28,relu_after_Dense2,True,0.825530659628531,0.8267539097219674,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.32612994292127884,False
29,relu_after_Dense2,True,0.821419533631089,0.8226659878172842,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.33443108444542924,False
30,relu_after_Dense2,True,0.8194320615507784,0.8188293643983795,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.34250894770467866,False
31,relu_after_Dense2,True,0.8165233421823779,0.818647399260955,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.35988318560449306,False
32,relu_after_Dense2,True,0.8132941560705641,0.8138215638476403,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.35131241358200116,False
33,relu_after_Dense2,True,0.8129036832871507,0.8090722983677839,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.35007682968091447,False
34,relu_after_Dense2,True,0.80738554084712,0.8112778221134482,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.3748506551654807,False
35,relu_after_Dense2,True,0.8049203871395773,0.8136746859376928,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.3954315465018162,False
36,relu_after_Dense2,True,0.8063700412032898,0.8092714049400925,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.39003503991345806,False
37,relu_after_Dense2,True,0.8032380228192482,0.8022199840687094,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.38144263897935293,False
38,relu_after_Dense2,True,0.7998339554133221,0.8038721212070945,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.397421876765312,False
39,relu_after_Dense2,True,0.7981993532253743,0.8069148870183835,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.41888215682742636,False
40,relu_after_Dense2,True,0.7970192639254469,0.8029477432118634,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.4210511017480368,False
41,relu_after_Dense2,True,0.7950081906382348,0.8032007536120942,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.42712116839835035,False
42,relu_after_Dense2,True,0.7924781138431388,0.8002704014200979,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.42861682617285535,False
43,relu_after_Dense2,True,0.7920667120442249,0.7925893172028116,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.41934371275946847,False
44,relu_after_Dense2,True,0.7910130756770472,0.7933365330989868,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.43026772574221445,False
45,relu_after_Dense2,True,0.7896059728444127,0.8018202916023567,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.45937966666347196,False
46,relu_after_Dense2,True,0.7889793478638734,0.7989966061480984,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.4557266905504979,False
47,relu_after_Dense2,True,0.7876824619137539,0.7954985870876659,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.45939299696035224,False
48,relu_after_Dense2,True,0.7854990586583448,0.7882766073634281,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.45613964231549486,False
49,relu_after_Dense2,True,0.7866875816718218,0.7887520447800859,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.4669071847175275,False
50,relu_after_Dense2,True,0.7833323239586917,0.7929749550575311,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.4771115794826052,False
51,relu_after_Dense2,True,0.784039819464257,0.7906366246330002,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.4777543342679152,False
52,relu_after_Dense2,True,0.7832653884436966,0.7876643084104069,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.48258663125942886,False
53,relu_after_Dense2,True,0.7814350903057832,0.7822830238967847,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.47950838514690586,False
54,relu_after_Dense2,True,0.7822323723523262,0.7843568315957068,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.49010359557706185,False
55,relu_after_Dense2,True,0.7795327360270016,0.7891669724008337,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.503993257574382,False
56,relu_after_Dense2,True,0.7796031416427753,0.786357049176841,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5058852533904568,False
57,relu_after_Dense2,True,0.7787443744158985,0.7833535085200677,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5083036731425096,False
58,relu_after_Dense2,True,0.7775657176529257,0.7813350208651911,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5109708435726278,False
59,relu_after_Dense2,True,0.7781407159686806,0.7800919500731656,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.51391379343204,False
60,relu_after_Dense2,True,0.7787373464670375,0.7765598121632741,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.503746899475591,False
61,relu_after_Dense2,True,0.7778754642563059,0.7830262907336659,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5241118120741377,False
62,relu_after_Dense2,True,0.7764034618838096,0.7823659762646714,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5324482947720041,False
63,relu_after_Dense2,True,0.7768147056708525,0.7833418424951696,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5432567299732207,False
64,relu_after_Dense2,True,0.7750679411838372,0.7796628929063006,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.535575900536343,False
65,relu_after_Dense2,True,0.7749946133271937,0.7802229901700461,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.540406800904343,False
66,relu_after_Dense2,True,0.7773642480850944,0.7862800336223604,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5595659507558904,False
67,relu_after_Dense2,True,0.7725493620565507,0.7753394114288036,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5456795558223672,False
68,relu_after_Dense2,True,0.7730254219798347,0.7743916423904041,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5481083074853376,False
69,relu_after_Dense2,True,0.772483405281714,0.7756729139207564,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5571936301748233,False
70,relu_after_Dense2,True,0.7729366707378029,0.7767537815557916,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5640357263029285,False
71,relu_after_Dense2,True,0.7737708017091747,0.7782806259472309,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5750046507515717,False
72,relu_after_Dense2,True,0.7730698608154319,0.767006712005288,0.6842105263157895,0.5502645502645502,0.13157894736842105,0.868421052631579,0.5473311380882785,False
73,relu_after_Dense2,True,0.7734059410395969,0.7675993701434803,0.6842105263157895,0.5502645502645502,0.13157894736842105,0.868421052631579,0.5516348118236567,False
74,relu_after_Dense2,True,0.7739405133891472,0.7843970687658067,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5935235879670133,False
75,relu_after_Dense2,True,0.7717308270417437,0.7794804490409233,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5895389320333191,False
76,relu_after_Dense2,True,0.7713851199428091,0.7715285755354248,0.6842105263157895,0.5502645502645502,0.13157894736842105,0.868421052631579,0.5801588495637389,False
77,relu_after_Dense2,True,0.7715930625670184,0.7808004484504315,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.6023061765307196,False
78,relu_after_Dense2,True,0.7704770270777583,0.7770665446528051,0.6842105263157895,0.5464696223316913,0.14035087719298245,0.8596491228070176,0.5986385702161342,False
79,relu_after_Dense2,True,0.7719830345197947,0.763148946325666,0.6842105263157895,0.5502645502645502,0.13157894736842105,0.868421052631579,0.5706824267341758,False
