step,w0,w1,loss,grad_norm,update_norm,state_norm,optimizer,lr_used_in_surface
28,-0.5097286540291598,0.5219538157362426,0.5708539015970848,2.0903027302798773,0.19458017771557273,0.19458017771557282,MyMomentum,0.05
29,-0.5815086782201337,0.3410973154743856,0.2665099915321978,1.3693371212726009,0.23835357890752396,0.23835357890752396,MyMomentum,0.05
30,-0.640295613209809,0.11010700214383717,0.06524495107177847,0.4586676025505578,0.23456893039514948,0.23456893039514948,MyMomentum,0.05
31,-0.6868008985684186,-0.11980568028242386,0.07587634948330746,0.49852004515157194,0.1862754302010291,0.18627543020102916,MyMomentum,0.05
32,-0.7217876464054831,-0.302765958409574,0.23543219179369246,1.2196371203791843,0.10690254895028235,0.10690254895028237,MyMomentum,0.05
33,-0.7460578429947863,-0.40687701704209434,0.3867580445035488,1.634333688130097,0.01894079345150152,0.01894079345150153,MyMomentum,0.05
34,-0.7604404414952113,-0.4192015664029438,0.4092868730555066,1.6836894128660918,0.07294393905139501,0.07294393905139498,MyMomentum,0.05
35,-0.7657803757306417,-0.34645334754711954,0.2987018024386267,1.3942508869568093,0.13479423851335495,0.13479423851335495,MyMomentum,0.05
36,-0.7629285127852227,-0.2116892810674538,0.14783069499977808,0.8603952720270575,0.16394287766672885,0.16394287766672885,MyMomentum,0.05
37,-0.7527325510064933,-0.048063765022263866,0.06128088035070509,0.24418488868813332,0.15776249243927204,0.15776249243927204,MyMomentum,0.05
38,-0.7360288598955719,0.10881195242285985,0.07785393024006697,0.459467294967947,0.12150713890373425,0.12150713890373424,MyMomentum,0.05
39,-0.7136352492967869,0.22823770763889922,0.155112429280408,0.9240401667534316,0.06759011101292621,0.06759011101292625,MyMomentum,0.05
40,-0.6863446472649126,0.29007334580555477,0.21539198937657766,1.1683849939734896,0.03151367550731968,0.03151367550731969,MyMomentum,0.05
41,-0.6549196589635766,0.28771075099443383,0.20844692844525897,1.1582730292087338,0.06909105961810699,0.06909105961810699,MyMomentum,0.05
42,-0.6200879729027384,0.2280422654655382,0.14245745909117274,0.9205611121397781,0.10617180048582048,0.10617180048582049,MyMomentum,0.05
43,-0.5825385757189567,0.1287321753964245,0.06707906518465867,0.5279447086625262,0.12175227490205964,0.12175227490205964,MyMomentum,0.05
44,-0.5429187324963636,0.013606659254937259,0.02984635736170574,0.12146064721175265,0.11399617517177231,0.11399617517177232,MyMomentum,0.05
45,-0.5018316862710661,-0.09272763712338872,0.04238033350753989,0.38424996634692915,,,MyMomentum,0.05
0,5.0,2.5,15.0,10.04987562112089,0.35777087017742665,10.000499987500623,MyRMSProp,0.08
1,4.7470177951865296,2.24701778798653,12.351595673837513,9.038074471388182,0.2495951770821379,17.079492276957488,MyRMSProp,0.08
2,4.568064492998446,2.073025063832201,10.68158715177232,8.342278775784933,0.20379510914756568,22.247936306141387,MyRMSProp,0.08
3,4.420580398225937,1.9323805178959947,9.422342037605924,7.77992112411116,0.17728134033885207,25.998195522920657,MyRMSProp,0.08
4,4.291274205656054,1.811101574152984,8.401681254611733,7.295068468679085,0.1596003270421419,28.64702145614264,MyRMSProp,0.08
5,4.1740282825114,1.7028164971667417,7.54141925636693,6.862233226326513,0.14679774739968524,30.42215886743252,MyRMSProp,0.08
6,4.065451498202848,1.6040204418262776,6.798552744017112,6.467396777693066,0.13700801512539404,31.49706086352746,MyRMSProp,0.08
7,3.963442618378642,1.5125579651180072,6.146550934601868,6.101939090243202,0.12922269866083386,32.00839526284065,MyRMSProp,0.08
8,3.8665988878890487,1.4270021487520368,5.567728961068344,5.760154997834683,0.12284344731690156,32.0662047756983,MyRMSProp,0.08
9,3.773932467032658,1.3463581967508689,5.049617414488823,5.438068494783875,0.11749017618515188,31.760388979569914,MyRMSProp,0.08
10,3.684719268974226,1.2699059450364494,4.583037827592831,5.132802742310353,0.11290851081103791,31.165127458881372,MyRMSProp,0.08
11,3.598411801732932,1.1971092904982135,4.160998056279357,4.842217792927969,0.10892103548140693,30.342051242065633,MyRMSProp,0.08
12,3.514585774811449,1.127560824081615,3.778018140857921,4.564689159055417,0.10539980357246719,29.34260327429548,MyRMSProp,0.08
13,3.4329057712503195,1.060946294049733,3.4296982811441,4.298965724810696,0.1022499681997875,28.20984645442302,MyRMSProp,0.08
14,3.3531022890166793,0.9970208670254054,3.1124307146290713,4.04407486911034,0.09939959029647773,26.979879912756687,MyRMSProp,0.08
15,3.274955873304799,0.935592728013275,2.823201102632004,3.7992569644951493,0.09679305368727606,25.682968272443212,MyRMSProp,0.08
16,3.1982858406047323,0.8765114168575583,2.55944775958456,3.563918842346837,0.0943866766520836,24.34445496185909,MyRMSProp,0.08
17,3.122942072712594,0.8196593160235474,2.318959507640222,3.337599885709455,0.09214571004096549,22.985509461302687,MyRMSProp,0.08
18,3.0487989205084656,0.7649452880216797,2.0998000731024997,3.119946745214231,0.0900422383786123,21.623744530022837,MyRMSProp,0.08
19,2.9757505928424117,0.7122998084681257,1.9002511933676538,2.910694064640208,0.08805368524123189,20.273730121854125,MyRMSProp,0.08
20,2.903707613130406,0.6616711549330232,1.7187692247959494,2.7096494593265144,0.08616173264203551,18.947424214526198,MyRMSProp,0.08
21,2.832594058109079,0.6130223475056427,1.553951706886144,2.516681533405182,0.08435152973079757,17.65453616251723,MyRMSProp,0.08
22,2.7623453792728108,0.5663286253399763,1.4045114231979194,2.3317100741402372,0.08261110674893002,16.402834824434343,MyRMSProp,0.08
23,2.6929066650196445,0.5215753023220122,1.2692562226353192,2.154697795083353,0.08093093585368587,15.198411222518741,MyRMSProp,0.08
24,2.624231240749182,0.47875588523787416,1.1470733557922002,1.9856431569129858,0.07930359685784517,14.045903607354642,MyRMSProp,0.08
25,2.5562795314032813,0.43787036614416713,1.036917419361592,1.8245739016171658,0.07772351652382843,12.948691352284719,MyRMSProp,0.08
26,2.489018130193632,0.3989236213746178,0.9378012366245392,1.671541007916807,0.07618675690287827,11.909062969983305,MyRMSProp,0.08
27,2.4224190310748157,0.36192386564650053,0.8487891652603572,1.5266128228456084,0.07469083268856182,10.928362643656863,MyRMSProp,0.08
28,2.3564589925734056,0.32688112305116085,0.7689924355823834,1.38986915105783,0.07323454062025621,10.007118936328789,MyRMSProp,0.08
29,2.2911190079922914,0.29380568874109153,0.6975661963516124,1.2613950912134462,0.07181778636787496,9.145158738514798,MyRMSProp,0.08
30,2.226383862534598,0.26270656686678406,0.6337079908853119,1.1412743966869197,0.0704413966759978,8.341709003521895,MyRMSProp,0.08
31,2.1622417620570222,0.23358988244032808,0.5766574101153182,1.029582103748467,0.06910690738267453,7.595488375235695,MyRMSProp,0.08
32,2.098684021334142,0.20645727765935126,0.5256966771373455,0.9263761141309167,0.06781632169106948,6.904790416905577,MyRMSProp,0.08
33,2.0357048021524182,0.18130431682037612,0.4801519147460483,0.8316873489620422,0.0665718380233992,6.267559788141867,MyRMSProp,0.08
34,1.9733008934407121,0.15811893790790735,0.4393948386556406,0.7455080368742856,0.06537555290987505,5.681462383434258,MyRMSProp,0.08
35,1.9114715271176084,0.13688000247424412,0.4028446100528304,0.6677777303840239,0.06422915125420375,5.143950136366621,MyRMSProp,0.08
36,1.8502182244927625,0.11755600732871495,0.3699695775426528,0.5983668915263513,0.06313360310939385,4.652320911489788,MyRMSProp,0.08
37,1.7895446689723085,0.10010403030372306,0.3402886459908184,0.5370585396571472,0.06208889151929748,4.203773656863484,MyRMSProp,0.08
38,1.7294566015407085,0.08446898625419824,0.3133720329388976,0.4835296885254311,0.061093798552569786,3.7954587840376353,MyRMSProp,0.08
39,1.6699617360633754,0.0705832668484195,0.28884121510957067,0.43733608236750293,0.06014577506431484,3.424523589555777,MyRMSProp,0.08
40,1.6110696919058765,0.05836682739011774,0.26636792829694517,0.39790552486804276,0.05924091328919107,3.08815244289565,MyRMSProp,0.08
41,1.5527919417189073,0.04772776537870545,0.245672160602807,0.36454567063593424,0.058374030461794235,2.7836014466313443,MyRMSProp,0.08
42,1.49514177251012,0.038563409288250305,0.22651916506233655,0.33647011958139444,0.05753885783707488,2.5082273261662342,MyRMSProp,0.08
43,1.4381342583264598,0.030761903805658956,0.2087156039487169,0.312841687456876,0.05672831527931019,2.2595104217919952,MyRMSProp,0.08
44,1.3817862430125922,0.02420424228519579,0.1921050128270864,0.29282563816845264,0.05593483991232295,2.0350718203484393,MyRMSProp,0.08
45,1.3261163315981441,0.01876666202144816,0.17656282769998646,0.2756417650721476,,,MyRMSProp,0.08
0,5.0,2.5,15.0,10.04987562112089,0.11313708436759369,1.0099509889098577,MyAdam,0.08
1,4.9200000008,2.42000000008,14.133440001561599,9.729884686187708,0.11305604537144101,1.8874332622664858,MyAdam,0.08
2,4.840036235113347,2.3400783786485038,13.294528712157438,9.410234169338176,0.11291794860731286,2.6457193813513213,MyAdam,0.08
3,4.760133587644141,2.260290973344812,12.483717745589866,9.0911495102563,0.11272060211577635,3.296777120842674,MyAdam,0.08
4,4.680317427042931,2.1806962835205215,11.701409683708606,8.772866996830551,0.1124618979178783,3.8514012858336724,MyAdam,0.08
5,4.600613552879204,2.1013554306981326,10.94795379854265,8.455633633295022,0.1121398286265855,4.319332341503798,MyAdam,0.08
6,4.521048140744618,2.022332102773693,10.223641896911172,8.139706947684436,0.11175250515222795,4.709363166471299,MyAdam,0.08
7,4.441647685875092,1.9436924806083296,9.52870433489068,7.825354734029082,0.11129817554411477,5.029435109509265,MyAdam,0.08
8,4.362438945686477,1.8655051455905598,8.863306251933924,7.512854724656359,0.11077524499618235,5.286724411144719,MyAdam,0.08
9,4.283448881619139,1.7878409667009187,8.227544076572578,7.202494188007581,0.11018229702301405,5.4877199453643675,MyAdam,0.08
10,4.204704600681469,1.7107729655793322,7.621442357413397,6.894569447563302,0.10951811578261508,5.63829314104321,MyAdam,0.08
11,4.126233297071465,1.634376158091578,7.044950974462499,6.5893853178491115,0.10878170948316984,5.743760856734627,MyAdam,0.08
12,4.048062194239598,1.5587273709226463,6.49794278657004,6.287254454127976,0.107972334761789,5.808941905164309,MyAdam,0.08
13,3.970218487735481,1.4839050318011462,5.980211770845183,5.988496613348833,0.10708952186358366,5.8382078543059714,MyAdam,0.08
14,3.8927292891564127,1.4099889320897525,5.491471709096821,5.693437825303431,0.10613310037951161,5.835528669524577,MyAdam,0.08
15,3.815621571487903,1.3370599606715234,5.031355474542253,5.402409474851673,0.10510322522182014,5.8045137052738,MyAdam,0.08
16,3.738922116095936,1.2651998083296008,4.599414969017649,5.115747298642241,0.10400040242806867,5.748448504622298,MyAdam,0.08
17,3.6626574615984446,1.1944906421658106,4.195121756543657,4.833790303145882,0.10282551429078952,5.670327819916098,MyAdam,0.08
18,3.5868538548101454,1.1250147500373155,3.8178684331796875,4.556879615247152,0.10157984321293341,5.5728852276766565,MyAdam,0.08
19,3.5115372039211725,1.0568541555120863,3.466970765498583,4.285357282392162,0.10026509359334422,5.458619674949614,MyAdam,0.08
20,3.436733034036512,0.9900902044520349,3.141670620627526,4.019565046758103,0.09888341095649646,5.329819262361818,MyAdam,0.08
21,3.3624664451707145,0.924803125021033,2.8411396995872353,3.7598431276550164,0.09743739746231744,5.188582540749953,MyAdam,0.08
22,3.2887620727612568,0.8610715636722194,2.564484072653134,3.506529059210554,0.09593012287138505,5.036837573050591,MyAdam,0.08
23,3.215644050734717,0.7989721004777159,2.3107495007861045,3.259956647550608,0.09436513000477545,4.876358990856654,MyAdam,0.08
24,3.143135977132973,0.7385787480009551,2.0789275110720817,3.0204551350431346,0.09274643373294657,4.708783255312769,MyAdam,0.08
25,3.0712608822822576,0.6799624387484913,1.8679621769213108,2.788348691613411,0.09107851256050521,4.535622314483085,MyAdam,0.08
26,3.000041199466263,0.6231905070407958,1.6767575359810258,2.563956399198712,0.08936629194875266,4.358275833574651,MyAdam,0.08
27,2.92949873804577,0.5683261718729662,1.5041855608927364,2.3475929622532425,0.08761511863956924,4.178042159953185,MyAdam,0.08
28,2.8596546589514604,0.5154280279575733,1.3490945808547452,2.139570476241958,0.08583072541460421,3.9961281711390257,MyAdam,0.08
29,2.7905294524637196,0.46454955261461134,1.2103180361756176,1.9402017354784702,0.08401918594302023,3.8136581401285445,MyAdam,0.08
30,2.7221429181832013,0.41573863646230685,1.086683434396572,1.7498057904353865,0.08218685963693803,3.6316817373958368,MyAdam,0.08
31,2.654514147088625,0.3690371459377083,0.977021365873064,1.5687168181648774,0.0803403267415482,3.451181271366481,MyAdam,0.08
32,2.5876615055735224,0.3244805255161381,0.8801744296211612,1.3972979158807715,0.07848631422949423,3.2730782470958824,MyAdam,0.08
33,2.521602621351235,0.2820974470928175,0.795005917313112,1.235962259011486,0.07663161343708273,3.0982392937622913,MyAdam,0.08
34,2.4563543711171825,0.2419095133394514,0.7204081049389094,1.08520526821719,0.07478299076142618,2.927481472066153,MyAdam,0.08
35,2.3919328698589877,0.20393102096726842,0.6553100080166904,0.9456529464663629,0.07294709311884418,2.7615769185898587,MyAdam,0.08
36,2.3283534617082604,0.1681687887425798,0.5986844672791769,0.8181326651713012,0.0711303502297298,2.6012567109371485,MyAdam,0.08
37,2.265630712232402,0.13462205384940798,0.5495544471863361,0.703770459091993,0.06933887612546073,2.44721374059235,MyAdam,0.08
38,2.2037784020704727,0.10328243882346261,0.5069984488818733,0.6041041007363286,0.0675783725485595,2.3001042575100863,MyAdam,0.08
39,2.142809521823715,0.07413398984639989,0.4701549615829301,0.5211514953269089,0.0658540371162566,2.1605476045987557,MyAdam,0.08
40,2.082736268118518,0.04715328574549936,0.4382259009668186,0.4572598082130087,0.06417047921687356,2.029123506054956,MyAdam,0.08
41,2.0235700407672104,0.022309615647533667,0.4104790088897423,0.414435678484702,0.06253164658560782,1.9063661454085665,MyAdam,0.08
42,1.9653214409599056,-0.00043477806159411547,0.38624921469359763,0.39306813552267794,0.06094076534166429,1.7927542310898108,MyAdam,0.08
43,1.9080002704285075,-0.02112439597343998,0.36493898340601116,0.3908432460233812,0.05940029594860389,1.6886963981236163,MyAdam,0.08
44,1.8516155315317322,-0.039810122566864205,0.34601769937853144,0.40310883989935226,0.05791190708015474,1.5945117579569708,MyAdam,0.08
45,1.796175428217517,-0.05654881804081411,0.3290201545368643,0.42451636942090337,,,MyAdam,0.08
